,question1,question2,is_duplicate,kw
2725,How can I lead a healthy life?,How can you lead a healthy life?,1,['health']
2726,Is keeping the laptop on your lap and working harmful?,Is there any health side effects to keeping your laptop on your lap?,1,['health']
2727,Are personality disorders mental illnesses by definition?,Are personality disorders a form of mental illness?,1,['illness']
2728,How do I gain weight fast but still be healthy?,What is the best weight gain treatment for gaining weight?,1,"['health', 'treatment']"
2729,Why do goldfish eat other goldfish? How can I prevent this from happening?,Why do goldfish eat other goldfish? How do I prevent this from happening?,1,['prevent']
2730,What are some effective remedies for acne scars?,What is the most effective treatment for acne scars?,1,['treatment']
2731,Would Muhammad Ali comeback to boxing if he didn't have Parkinson’s?,Would Muhammad Ali have come back to boxing if he hadn't had Parkinson's Disease?,1,['disease']
2732,What are the symptoms of being bipolar?,What are the symptoms of bipolar disorder?,1,['symptom']
2733,Is passionate love considered healthy? What can I do to stop thinking about him constantly?,Is passionate love considered healthy?,1,['health']
2734,"I want to start eating healthy, where do I begin?",I wanna start eating healthy stuff. Where do I start?,1,['health']
2735,What happened to mad cow disease?,What was the mad cow disease? When did it happen?,1,['disease']
2736,How can I gain healthy weight and mass?,How do I gain healthy weight without eating junk?,1,['health']
2737,What are the health benefits of wasabi?,What are the health benefits of wasabi paste?,1,['health']
2738,What is the best short-term health insurance to get if you are planning to travel internationally?,What are the best long-term travelers health insurance companies/plans in terms of coverage and cost?,1,['health']
2739,How do I speak clearly and stop mumbling?,How do I speak more clearly and prevent mumbling?,1,['prevent']
2740,What is the healthiest fruit?,"What is the healthiest fruit, in what ways and why?",1,['health']
2741,What are symptoms of a brain tumor?,What are the symptoms & precautions of a brain tumor?,1,['symptom']
2742,Is eating honey good for health?,How is honey good for health?,1,['health']
2743,What are some of the best ways to gain weight in a healthy way?,What is the best way for underweight to gain weight?,1,['health']
2744,Is there a cure / treatment for Fibromyalgia?,What are the treatments for fibromyalgia?,1,['treatment']
2745,Is there a way to prevent hair Loss?,What's the best treatment for hair loss?,1,"['treatment', 'prevent']"
2746,Why is the Affordable Care Act relabeled as Obamacare by some people?,"Why do some people refer to the Affordable Health Care Act  as ""Obamacare""?",1,['health']
2747,How do I gain some healthy weight?,How can gain my weight?,1,['health']
2748,Honestly what is the healthy minimum and maximum one can sleep?,What is the minimum time one requires to sleep to be a healthy person?,1,['health']
2749,How do lose weight with healthy way?,How can I lose weight effectively?,1,['health']
2750,"What is more important for losing weight, working out or healthy diet?","What is more effective in losing weight, Diet or Workout?",1,['health']
2751,How do lose weight with healthy way?,How do I lose weight?,1,['health']
2752,What is a cheap healthy diet I can keep the same and eat every day?,Is it healthy to eat a tomato every day?,1,['health']
2753,Is masturbations bad for health?,Is too much masturbation bad for health?,1,['health']
2754,Is sparkling seltzer water healthy?,Is sparkling water or seltzer healthier for you?,1,['health']
2755,What are some symptoms of postpartum depression?,What are some symptoms of postpartum and miscarriage depression?,1,['symptom']
2756,"Is it a symptom of OCD to repeat words? (Repetitive, words and speech)",Do people with OCD repeat words and sentences? I have found on multiple websites that this is a symptom. Repetitive Speech and words?,1,['symptom']
2757,Is there a healthy and safe way to lose about 20 pounds in a month and keep it off?,What are some safe ways to lose 15-20 pounds in a month?,1,['health']
2758,How can I stop Quora from modifying and editing other people’s questions on Quora?,Can I prevent a Quora user from editing my question on Quora?,1,['prevent']
2759,What does treating illness symptoms through drugs have to do with medical wisdom for knowing how sickness is cured?,What does balancing an unbalanced body have to do with treating patient's illness symptoms through drugs?,1,"['patient', 'symptom', 'illness']"
2760,How can I know if I am pregnant without taking a test? What are the common symptoms?,How do I know if I am pregnant or not?,1,['symptom']
2761,Why does my Vizio TV turn on by itself?,How can you prevent a Vizio TV from turning itself off?,1,['prevent']
2762,Can your phone get a virus?,How does a cell phone get a virus?,1,['virus']
2763,"My mother has GBM Grade 4 (brain cancer) & had surgery 3 weeks ago & was advised to undergo radiation and chemo,is there any alternative treatment available? Tnx","My mother has GBM Grade 4 and had surgery 3 weeks to ago & was advised to undergo radiation and chemo, is there any alternative treatment available? Tnx",1,['treatment']
2764,How do I send a Trojan virus to a cell phone?,How do I send a virus to a cell phone via text?,1,['virus']
2765,"If you're in a healthy, happy, committed relationship what's the point of getting married?",What are some arguments for getting married?,1,['health']
2766,Do any Japaese who fought in the second world war feel sorry for the treatment of pow's?,Do any Japanese who fought in the second world war feel sorry for the treatment of pow's?,1,['treatment']
2767,What could be the best possible diet plan for gaining healthy weight?,What is the best diet to gain weight?,1,['health']
2768,When can patient start exercising again after weightloss surgery?,When can I start exercising again after surgery?,1,['patient']
2769,"Are peanuts healthy, especially to eat every day?",What is a cheap healthy diet I can keep the same and eat every day?,1,['health']
2770,How can we prevent ourselves from sleeping while studying?,How do we avoid sleeping while studying?,1,['prevent']
2771,"How much water should a normal, healthy adult drink on a daily basis to avoid dehydration?",How much water should one drink in one day?,1,['health']
2772,How could I gain weight in a healthy way?,How could I gain weight?,1,['health']
2773,How do I stop eating unhealthy and loose weight?,What is the best way to eat and loose weight?,1,['health']
2774,How could I gain weight in a healthy way?,How do I gain some healthy weight?,1,['health']
2775,What are the health benefits of doing pushups everyday?,What are the health benefits of doing pull ups everyday?,1,['health']
2776,How do I prevent Internet addiction?,Can you give me some tips for getting rid of my internet addiction?,1,['prevent']
2777,Will Russia invade the Baltics because Trump stated he may not protect NATO countries?,"With Trump as President, is it easy for Russia to invade the Baltic countries?",1,['protect']
2778,How do you prevent mold in crawl space under house?,How do you remove mold in crawl space under house?,1,['prevent']
2779,Is all fast food unhealthy?,Is eating fast food unhealthy?,1,['health']
2780,Why would it be so bad to live forever?,"Why would it be bad if science and medicine made us never age, and live healthy forever?",1,"['health', 'medicine']"
2781,What are the advantages and disadvantages of drinking beer?,What are health benefits of drinking beer?,1,['health']
2782,Do I have bipolar disorder? What are all its symptoms?,What are the symptoms of bipolar disorder?,1,['symptom']
2783,Which university in Ukraine is best for medicine and why?,"Which university is one of the best universities to study medicine in Ukraine, Europe?",1,['medicine']
2784,I have an untreatable and life-long disabling neurological disease. What is the easiest and most painless way I can commit suicide?,"What is the cheapest, easiest, least painful way to commit suicide?",1,['disease']
2785,Is milk actually good or bad for your health?,Is cows milk bad for your health?,1,['health']
2786,How can I get rid of my extra fat in a healthy way?,How can I change my baby fat in a healthy way？?,1,['health']
2787,What is the best way to delete a computer virus?,How do i delete an computer virus?,1,['virus']
